ies,uf,regiao,status_juridico,ano,dominio,campo,artigos,artigos_fwci1,artigos_nacionais,artigos_abertos,citacoes,citacoes_nacionais
UFCA,CE,Nordeste,Federal,2023,Physical Sciences,Chemistry,2,1,0,2,87,1
UFCA,CE,Nordeste,Federal,2023,Physical Sciences,Computer Science,17,3,8,13,207,31
UFCA,CE,Nordeste,Federal,2023,Social Sciences,Decision Sciences,12,0,11,12,38,17
UFCA,CE,Nordeste,Federal,2023,Health Sciences,Dentistry,2,0,1,2,23,1
UFCA,CE,Nordeste,Federal,2023,Physical Sciences,Earth and Planetary Sciences,3,1,1,1,107,8
UFCA,CE,Nordeste,Federal,2023,Social Sciences,"Economics, Econometrics and Finance",3,1,3,3,37,19
UFCA,CE,Nordeste,Federal,2023,Physical Sciences,Energy,1,0,0,0,28,2
UFCA,CE,Nordeste,Federal,2023,Physical Sciences,Engineering,19,3,7,11,532,15
UFCA,CE,Nordeste,Federal,2023,Physical Sciences,Environmental Science,48,5,20,42,857,105
UFCA,CE,Nordeste,Federal,2023,Health Sciences,Health Professions,17,1,12,17,200,75
UFCA,CE,Nordeste,Federal,2023,Life Sciences,Immunology and Microbiology,4,1,2,3,146,13
UFCA,CE,Nordeste,Federal,2023,Physical Sciences,Materials Science,8,3,1,4,372,11
UFCA,CE,Nordeste,Federal,2023,Physical Sciences,Mathematics,9,5,2,4,217,3
UFCA,CE,Nordeste,Federal,2023,Health Sciences,Medicine,50,7,33,47,1057,126
UFCA,CE,Nordeste,Federal,2023,Life Sciences,Neuroscience,2,1,0,1,39,0
UFCA,CE,Nordeste,Federal,2023,Life Sciences,"Pharmacology, Toxicology and Pharmaceutics",2,1,0,2,61,9
UFCA,CE,Nordeste,Federal,2023,Physical Sciences,Physics and Astronomy,11,5,1,8,481,4
UFCA,CE,Nordeste,Federal,2023,Social Sciences,Psychology,10,4,8,10,162,30
UFCA,CE,Nordeste,Federal,2023,Social Sciences,Social Sciences,79,5,63,78,404,200
UFCA,CE,Nordeste,Federal,2023,Health Sciences,Veterinary,3,1,2,2,91,36
UFCA,CE,Nordeste,Federal,2024,Life Sciences,Agricultural and Biological Sciences,36,12,12,24,809,108
UFCA,CE,Nordeste,Federal,2024,Social Sciences,Arts and Humanities,16,2,12,16,9,8
UFCA,CE,Nordeste,Federal,2024,Life Sciences,"Biochemistry, Genetics and Molecular Biology",21,5,6,11,693,31
UFCA,CE,Nordeste,Federal,2024,Social Sciences,"Business, Management and Accounting",7,2,6,6,132,21
UFCA,CE,Nordeste,Federal,2024,Physical Sciences,Chemical Engineering,1,0,0,1,47,2
UFCA,CE,Nordeste,Federal,2024,Physical Sciences,Chemistry,3,1,0,1,116,4
UFCA,CE,Nordeste,Federal,2024,Physical Sciences,Computer Science,21,7,11,19,473,56
UFCA,CE,Nordeste,Federal,2024,Social Sciences,Decision Sciences,17,3,13,14,260,49
UFCA,CE,Nordeste,Federal,2024,Health Sciences,Dentistry,3,0,1,2,13,1
UFCA,CE,Nordeste,Federal,2024,Physical Sciences,Earth and Planetary Sciences,3,0,2,3,103,7
UFCA,CE,Nordeste,Federal,2024,Social Sciences,"Economics, Econometrics and Finance",4,1,3,4,52,16
UFCA,CE,Nordeste,Federal,2024,Physical Sciences,Energy,2,0,1,1,64,0
UFCA,CE,Nordeste,Federal,2024,Physical Sciences,Engineering,25,6,7,14,715,25
UFCA,CE,Nordeste,Federal,2024,Physical Sciences,Environmental Science,50,4,33,45,977,169
UFCA,CE,Nordeste,Federal,2024,Health Sciences,Health Professions,20,5,15,20,151,72
UFCA,CE,Nordeste,Federal,2024,Life Sciences,Immunology and Microbiology,4,0,2,2,148,9
UFCA,CE,Nordeste,Federal,2024,Physical Sciences,Materials Science,5,1,0,2,261,5
UFCA,CE,Nordeste,Federal,2024,Physical Sciences,Mathematics,3,2,1,1,51,0
UFCA,CE,Nordeste,Federal,2024,Health Sciences,Medicine,62,15,33,49,1492,167
UFCA,CE,Nordeste,Federal,2024,Life Sciences,Neuroscience,3,1,1,1,218,17
UFCA,CE,Nordeste,Federal,2024,Health Sciences,Nursing,2,0,1,1,70,2
UFCA,CE,Nordeste,Federal,2024,Physical Sciences,Physics and Astronomy,6,1,0,1,246,0
UFCA,CE,Nordeste,Federal,2024,Social Sciences,Psychology,6,0,6,6,46,18
UFCA,CE,Nordeste,Federal,2024,Social Sciences,Social Sciences,99,17,74,98,320,159
UFCA,CE,Nordeste,Federal,2024,Health Sciences,Veterinary,2,0,1,1,39,7
UFCA,CE,Nordeste,Federal,2025,Life Sciences,Agricultural and Biological Sciences,39,13,11,25,964,98
UFCA,CE,Nordeste,Federal,2025,Social Sciences,Arts and Humanities,18,2,13,18,24,10
UFCA,CE,Nordeste,Federal,2025,Life Sciences,"Biochemistry, Genetics and Molecular Biology",24,8,4,13,895,41
UFCA,CE,Nordeste,Federal,2025,Social Sciences,"Business, Management and Accounting",6,1,5,5,355,31
UFCA,CE,Nordeste,Federal,2025,Physical Sciences,Chemistry,5,1,0,2,150,2
UFCA,CE,Nordeste,Federal,2025,Physical Sciences,Computer Science,20,6,9,13,324,24
UFCA,CE,Nordeste,Federal,2025,Social Sciences,Decision Sciences,6,0,5,5,35,18
UFCA,CE,Nordeste,Federal,2025,Physical Sciences,Earth and Planetary Sciences,6,1,0,4,264,5
UFCA,CE,Nordeste,Federal,2025,Social Sciences,"Economics, Econometrics and Finance",1,0,1,0,7,0
UFCA,CE,Nordeste,Federal,2025,Physical Sciences,Energy,5,0,0,3,235,11
UFCA,CE,Nordeste,Federal,2025,Physical Sciences,Engineering,19,5,5,10,469,41
UFCA,CE,Nordeste,Federal,2025,Physical Sciences,Environmental Science,29,3,17,25,448,100
UFCA,CE,Nordeste,Federal,2025,Health Sciences,Health Professions,15,1,14,15,38,11
UFCA,CE,Nordeste,Federal,2025,Life Sciences,Immunology and Microbiology,6,3,1,4,255,11
UFCA,CE,Nordeste,Federal,2025,Physical Sciences,Materials Science,5,2,1,2,184,4
UFCA,CE,Nordeste,Federal,2025,Physical Sciences,Mathematics,4,0,0,1,77,0
UFCA,CE,Nordeste,Federal,2025,Health Sciences,Medicine,42,11,22,34,736,70
UFCA,CE,Nordeste,Federal,2025,Life Sciences,Neuroscience,5,1,1,3,163,2
UFCA,CE,Nordeste,Federal,2025,Health Sciences,Nursing,1,0,1,1,0,0
UFCA,CE,Nordeste,Federal,2025,Life Sciences,"Pharmacology, Toxicology and Pharmaceutics",5,2,0,1,190,18
UFCA,CE,Nordeste,Federal,2025,Physical Sciences,Physics and Astronomy,4,2,0,2,111,0
UFCA,CE,Nordeste,Federal,2025,Social Sciences,Psychology,11,1,6,10,72,4
UFCA,CE,Nordeste,Federal,2025,Social Sciences,Social Sciences,62,8,51,62,236,127
UFCAT,GO,Centro-Oeste,Federal,2021,Life Sciences,Agricultural and Biological Sciences,8,4,2,3,377,24
UFCAT,GO,Centro-Oeste,Federal,2021,Social Sciences,Arts and Humanities,15,3,15,15,19,13
UFCAT,GO,Centro-Oeste,Federal,2021,Life Sciences,"Biochemistry, Genetics and Molecular Biology",5,2,1,4,240,6
UFCAT,GO,Centro-Oeste,Federal,2021,Social Sciences,"Business, Management and Accounting",1,0,1,1,3,0
UFCAT,GO,Centro-Oeste,Federal,2021,Physical Sciences,Chemistry,1,0,1,1,0,0
UFCAT,GO,Centro-Oeste,Federal,2021,Physical Sciences,Computer Science,6,0,3,5,71,9
UFCAT,GO,Centro-Oeste,Federal,2021,Social Sciences,Decision Sciences,10,1,9,10,63,21
UFCAT,GO,Centro-Oeste,Federal,2021,Health Sciences,Dentistry,1,0,1,1,21,3
UFCAT,GO,Centro-Oeste,Federal,2021,Physical Sciences,Earth and Planetary Sciences,1,0,0,0,41,0
UFCAT,GO,Centro-Oeste,Federal,2021,Physical Sciences,Energy,1,0,0,1,51,1
UFCAT,GO,Centro-Oeste,Federal,2021,Physical Sciences,Engineering,14,6,5,6,554,26
UFCAT,GO,Centro-Oeste,Federal,2021,Physical Sciences,Environmental Science,11,2,7,9,174,19
UFCAT,GO,Centro-Oeste,Federal,2021,Health Sciences,Health Professions,6,1,6,6,107,27
UFCAT,GO,Centro-Oeste,Federal,2021,Physical Sciences,Materials Science,6,1,2,3,254,2
UFCAT,GO,Centro-Oeste,Federal,2021,Physical Sciences,Mathematics,1,1,0,1,72,0
UFCAT,GO,Centro-Oeste,Federal,2021,Health Sciences,Medicine,10,4,6,9,251,56
UFCAT,GO,Centro-Oeste,Federal,2021,Life Sciences,Neuroscience,1,1,1,1,21,7
UFCAT,GO,Centro-Oeste,Federal,2021,Health Sciences,Nursing,1,0,0,1,38,11
UFCAT,GO,Centro-Oeste,Federal,2021,Physical Sciences,Physics and Astronomy,1,0,0,0,42,0
UFCAT,GO,Centro-Oeste,Federal,2021,Social Sciences,Psychology,2,1,1,2,46,7
UFCAT,GO,Centro-Oeste,Federal,2021,Social Sciences,Social Sciences,45,4,34,45,192,134
UFCAT,GO,Centro-Oeste,Federal,2022,Life Sciences,Agricultural and Biological Sciences,6,3,1,3,591,65
UFCAT,GO,Centro-Oeste,Federal,2022,Social Sciences,Arts and Humanities,12,0,12,12,6,4
UFCAT,GO,Centro-Oeste,Federal,2022,Life Sciences,"Biochemistry, Genetics and Molecular Biology",4,2,0,3,177,14
UFCAT,GO,Centro-Oeste,Federal,2022,Social Sciences,"Business, Management and Accounting",1,1,0,0,31,1
UFCAT,GO,Centro-Oeste,Federal,2022,Physical Sciences,Chemistry,2,0,0,2,92,0
UFCAT,GO,Centro-Oeste,Federal,2022,Physical Sciences,Computer Science,3,0,3,3,25,5
UFCAT,GO,Centro-Oeste,Federal,2022,Social Sciences,Decision Sciences,8,1,8,8,39,19
UFCAT,GO,Centro-Oeste,Federal,2022,Physical Sciences,Earth and Planetary Sciences,1,0,1,1,37,13
UFCAT,GO,Centro-Oeste,Federal,2022,Social Sciences,"Economics, Econometrics and Finance",1,0,1,1,20,11
UFCAT,GO,Centro-Oeste,Federal,2022,Physical Sciences,Engineering,16,3,5,10,501,25
UFCAT,GO,Centro-Oeste,Federal,2022,Physical Sciences,Environmental Science,17,7,7,13,616,53
UFCAT,GO,Centro-Oeste,Federal,2022,Health Sciences,Health Professions,11,3,11,11,197,99
UFCAT,GO,Centro-Oeste,Federal,2022,Life Sciences,Immunology and Microbiology,2,0,1,2,88,7
UFCAT,GO,Centro-Oeste,Federal,2022,Physical Sciences,Materials Science,3,0,1,2,167,5
UFCAT,GO,Centro-Oeste,Federal,2022,Health Sciences,Medicine,11,2,8,11,325,43
UFCAT,GO,Centro-Oeste,Federal,2022,Life Sciences,Neuroscience,2,0,2,2,21,12
UFCAT,GO,Centro-Oeste,Federal,2022,Health Sciences,Nursing,3,0,2,3,91,24
UFCAT,GO,Centro-Oeste,Federal,2022,Social Sciences,Psychology,5,0,2,5,97,15
UFCAT,GO,Centro-Oeste,Federal,2022,Social Sciences,Social Sciences,46,8,43,46,209,118
UFCAT,GO,Centro-Oeste,Federal,2023,Life Sciences,Agricultural and Biological Sciences,6,1,5,5,90,13
UFCAT,GO,Centro-Oeste,Federal,2023,Social Sciences,Arts and Humanities,19,4,17,19,79,12
UFCAT,GO,Centro-Oeste,Federal,2023,Life Sciences,"Biochemistry, Genetics and Molecular Biology",2,0,0,1,54,1
UFCAT,GO,Centro-Oeste,Federal,2023,Social Sciences,"Business, Management and Accounting",3,0,3,3,21,3
UFCAT,GO,Centro-Oeste,Federal,2023,Physical Sciences,Chemical Engineering,1,0,0,1,63,1
UFCAT,GO,Centro-Oeste,Federal,2023,Physical Sciences,Chemistry,4,0,3,4,49,2
UFCAT,GO,Centro-Oeste,Federal,2023,Physical Sciences,Computer Science,6,1,6,6,89,27
UFCAT,GO,Centro-Oeste,Federal,2023,Social Sciences,Decision Sciences,6,0,5,6,17,11
UFCAT,GO,Centro-Oeste,Federal,2023,Physical Sciences,Earth and Planetary Sciences,2,2,0,2,175,24
UFCAT,GO,Centro-Oeste,Federal,2023,Social Sciences,"Economics, Econometrics and Finance",2,1,2,2,40,35
UFCAT,GO,Centro-Oeste,Federal,2023,Physical Sciences,Energy,1,0,0,1,19,4
UFCAT,GO,Centro-Oeste,Federal,2023,Physical Sciences,Engineering,20,3,12,16,472,33
UFCAT,GO,Centro-Oeste,Federal,2023,Physical Sciences,Environmental Science,27,2,7,23,380,59
UFCAT,GO,Centro-Oeste,Federal,2023,Health Sciences,Health Professions,12,3,8,12,238,39
UFCAT,GO,Centro-Oeste,Federal,2023,Physical Sciences,Materials Science,1,0,0,0,76,0
UFCAT,GO,Centro-Oeste,Federal,2023,Health Sciences,Medicine,18,3,10,16,400,41
UFCAT,GO,Centro-Oeste,Federal,2023,Health Sciences,Nursing,1,1,0,1,34,0
UFCAT,GO,Centro-Oeste,Federal,2023,Life Sciences,"Pharmacology, Toxicology and Pharmaceutics",1,0,0,1,27,0
UFCAT,GO,Centro-Oeste,Federal,2023,Physical Sciences,Physics and Astronomy,1,0,1,1,16,0
UFCAT,GO,Centro-Oeste,Federal,2023,Social Sciences,Psychology,11,0,10,11,33,24
UFCAT,GO,Centro-Oeste,Federal,2023,Social Sciences,Social Sciences,44,2,34,43,244,121
UFCAT,GO,Centro-Oeste,Federal,2024,Life Sciences,Agricultural and Biological Sciences,9,4,4,6,243,17
UFCAT,GO,Centro-Oeste,Federal,2024,Social Sciences,Arts and Humanities,19,3,18,19,12,8
UFCAT,GO,Centro-Oeste,Federal,2024,Life Sciences,"Biochemistry, Genetics and Molecular Biology",2,1,1,2,79,1
UFCAT,GO,Centro-Oeste,Federal,2024,Social Sciences,"Business, Management and Accounting",2,0,1,2,11,7
UFCAT,GO,Centro-Oeste,Federal,2024,Physical Sciences,Chemistry,4,0,3,4,12,3
UFCAT,GO,Centro-Oeste,Federal,2024,Physical Sciences,Computer Science,6,2,3,5,64,9
UFCAT,GO,Centro-Oeste,Federal,2024,Social Sciences,Decision Sciences,3,0,2,3,9,7
UFCAT,GO,Centro-Oeste,Federal,2024,Physical Sciences,Earth and Planetary Sciences,3,0,1,2,131,5
UFCAT,GO,Centro-Oeste,Federal,2024,Social Sciences,"Economics, Econometrics and Finance",2,0,1,2,19,12
UFCAT,GO,Centro-Oeste,Federal,2024,Physical Sciences,Engineering,21,6,10,18,699,28
UFCAT,GO,Centro-Oeste,Federal,2024,Physical Sciences,Environmental Science,21,2,13,19,399,76
UFCAT,GO,Centro-Oeste,Federal,2024,Health Sciences,Health Professions,13,5,11,13,166,70
UFCAT,GO,Centro-Oeste,Federal,2024,Physical Sciences,Materials Science,2,0,0,2,99,3
UFCAT,GO,Centro-Oeste,Federal,2024,Health Sciences,Medicine,14,3,7,11,293,7
UFCAT,GO,Centro-Oeste,Federal,2024,Life Sciences,Neuroscience,2,1,0,1,103,7
UFCAT,GO,Centro-Oeste,Federal,2024,Health Sciences,Nursing,2,1,0,2,116,1
UFCAT,GO,Centro-Oeste,Federal,2024,Social Sciences,Psychology,4,0,3,4,23,15
UFCAT,GO,Centro-Oeste,Federal,2024,Social Sciences,Social Sciences,63,6,50,63,281,170
UFCAT,GO,Centro-Oeste,Federal,2024,Health Sciences,Veterinary,1,0,0,0,16,1
UFCAT,GO,Centro-Oeste,Federal,2025,Life Sciences,Agricultural and Biological Sciences,2,0,2,2,45,14
UFCAT,GO,Centro-Oeste,Federal,2025,Social Sciences,Arts and Humanities,15,1,14,15,7,4
UFCAT,GO,Centro-Oeste,Federal,2025,Life Sciences,"Biochemistry, Genetics and Molecular Biology",2,2,0,2,198,2
UFCAT,GO,Centro-Oeste,Federal,2025,Social Sciences,"Business, Management and Accounting",1,0,1,1,33,2
UFCAT,GO,Centro-Oeste,Federal,2025,Physical Sciences,Chemistry,1,0,0,1,0,0
UFCAT,GO,Centro-Oeste,Federal,2025,Physical Sciences,Computer Science,4,1,3,3,22,0
UFCAT,GO,Centro-Oeste,Federal,2025,Social Sciences,Decision Sciences,3,0,3,3,7,3
UFCAT,GO,Centro-Oeste,Federal,2025,Health Sciences,Dentistry,1,0,0,1,0,0
UFCAT,GO,Centro-Oeste,Federal,2025,Physical Sciences,Engineering,4,1,3,3,99,3
UFCAT,GO,Centro-Oeste,Federal,2025,Physical Sciences,Environmental Science,11,3,6,11,227,46
UFCAT,GO,Centro-Oeste,Federal,2025,Health Sciences,Health Professions,9,1,9,9,122,93
UFCAT,GO,Centro-Oeste,Federal,2025,Life Sciences,Immunology and Microbiology,1,1,0,0,50,0
UFCAT,GO,Centro-Oeste,Federal,2025,Physical Sciences,Materials Science,1,0,1,1,39,6
UFCAT,GO,Centro-Oeste,Federal,2025,Health Sciences,Medicine,9,1,7,8,102,21
UFCAT,GO,Centro-Oeste,Federal,2025,Physical Sciences,Physics and Astronomy,1,0,0,1,83,0
